Date,Open,High,Low,Close,Adj_Close,Volume,sentiment
2020-06-27,9167.824219,9207.810547,8998.216797,9045.390625,9045.390625,17273093144.0,43
2020-06-28,9048.460938,9197.546875,8975.525391,9143.582031,9143.582031,14560870760.0,40
2020-06-29,9140.029297,9237.573242,9041.875977,9190.854492,9190.854492,16460547078.0,41
2020-06-30,9185.581055,9217.835938,9084.837891,9137.993164,9137.993164,15735797744.0,44
2020-07-01,9145.985352,9309.754883,9104.735352,9228.325195,9228.325195,15971550355.0,42
2020-07-02,9231.139648,9274.962891,9036.623047,9123.410156,9123.410156,16338916796.0,42
2020-07-03,9124.842773,9202.344727,9058.794922,9087.303711,9087.303711,13078970999.0,41
2020-07-04,9084.233398,9183.295898,9053.629883,9132.488281,9132.488281,12290528515.0,40
2020-07-05,9126.09082,9162.183594,8977.015625,9073.942383,9073.942383,12903406143.0,38
2020-07-06,9072.849609,9375.474609,9058.664063,9375.474609,9375.474609,17889263252.0,40
2020-07-07,9349.161133,9360.617188,9201.81543,9252.277344,9252.277344,13839652595.0,43
2020-07-08,9253.020508,9450.335938,9249.5,9428.333008,9428.333008,19702359883.0,44
2020-07-09,9427.994141,9431.378906,9234.999023,9277.967773,9277.967773,18000702524.0,44
2020-07-10,9273.357422,9287.47168,9118.001953,9278.807617,9278.807617,16860035605.0,41
2020-07-11,9277.511719,9293.532227,9199.485352,9240.34668,9240.34668,13249910444.0,44
2020-07-12,9241.054688,9319.418945,9197.450195,9276.5,9276.5,14452361907.0,41
2020-07-13,9277.205078,9306.405273,9224.292969,9243.614258,9243.614258,17519821266.0,43
2020-07-14,9238.703125,9283.841797,9171.661133,9243.213867,9243.213867,18085038362.0,43
2020-07-15,9241.897461,9275.325195,9171.933594,9192.836914,9192.836914,15844731575.0,44
2020-07-16,9191.980469,9214.3125,9088.947266,9132.227539,9132.227539,15713967523.0,43
2020-07-17,9131.8125,9182.253906,9089.202148,9151.392578,9151.392578,13944570749.0,41
2020-07-18,9151.183594,9230.983398,9100.824219,9159.040039,9159.040039,12252601475.0,44
2020-07-19,9158.005859,9201.398438,9097.632813,9185.817383,9185.817383,12939002784.0,41
2020-07-20,9187.220703,9214.270508,9137.509766,9164.231445,9164.231445,13755604146.0,44
2020-07-21,9162.514648,9407.262695,9149.389648,9374.887695,9374.887695,18069581956.0,44
2020-07-22,9375.080078,9530.518555,9319.65332,9525.363281,9525.363281,16532254884.0,50
2020-07-23,9527.141602,9610.24707,9483.003906,9581.072266,9581.072266,18146399002.0,55
2020-07-24,9585.514648,9623.336914,9481.454102,9536.892578,9536.892578,16552768325.0,53
2020-07-25,9539.485352,9704.556641,9530.211914,9677.113281,9677.113281,16610070933.0,55
2020-07-26,9680.234375,10023.807617,9652.847656,9905.166992,9905.166992,20507998997.0,55
2020-07-27,9905.217773,11298.22168,9903.969727,10990.873047,10990.873047,35359749590.0,58
2020-07-28,11017.463867,11204.327148,10632.631836,10912.823242,10912.823242,28766551142.0,76
2020-07-29,10912.953125,11304.397461,10856.141602,11100.467773,11100.467773,24617249715.0,71
2020-07-30,11099.833008,11169.356445,10895.455078,11111.213867,11111.213867,22857247901.0,76
2020-07-31,11110.210938,11415.864258,10987.053711,11323.466797,11323.466797,23160469766.0,75
2020-08-01,11322.570313,11794.775391,11239.682617,11759.592773,11759.592773,26075670303.0,75
2020-08-02,11758.764648,12034.144531,11018.129883,11053.614258,11053.614258,27410067336.0,80
2020-08-03,11043.768555,11453.079102,11012.415039,11246.348633,11246.348633,20271713443.0,75
2020-08-04,11246.203125,11385.381836,11094.145508,11205.892578,11205.892578,21250197042.0,72
2020-08-05,11203.823242,11786.617188,11158.285156,11747.022461,11747.022461,24411254471.0,75
2020-08-06,11749.871094,11902.335938,11598.713867,11779.773438,11779.773438,23400740340.0,79
2020-08-07,11778.894531,11898.038086,11408.59375,11601.472656,11601.472656,23132312867.0,77
2020-08-08,11604.553711,11800.064453,11558.431641,11754.045898,11754.045898,17572057837.0,77
2020-08-09,11737.325195,11806.056641,11548.78418,11675.739258,11675.739258,17489608833.0,79
2020-08-10,11662.256836,12045.140625,11662.256836,11878.111328,11878.111328,26114112569.0,78
2020-08-11,11881.647461,11932.710938,11195.708984,11410.525391,11410.525391,27039782640.0,84
2020-08-12,11404.59668,11748.396484,11249.605469,11584.93457,11584.93457,25064548486.0,75
2020-08-13,11588.405273,11796.396484,11216.87207,11784.137695,11784.137695,27522199497.0,75
2020-08-14,11772.65918,12150.994141,11685.455078,11768.871094,11768.871094,24237958589.0,78
2020-08-15,11768.697266,11963.203125,11768.697266,11865.698242,11865.698242,23354924400.0,79
2020-08-16,11866.685547,11934.901367,11737.188477,11892.803711,11892.803711,20583375490.0,82
2020-08-17,11895.658203,12359.056641,11806.696289,12254.402344,12254.402344,28227687027.0,83
2020-08-18,12251.895508,12335.707031,11954.525391,11991.233398,11991.233398,26043227672.0,82
2020-08-19,11990.884766,12028.923828,11687.333008,11758.283203,11758.283203,24502851117.0,80
2020-08-20,11761.5,11900.411133,11710.063477,11878.37207,11878.37207,20175242945.0,75
2020-08-21,11878.026367,11899.259766,11564.979492,11592.489258,11592.489258,23762425999.0,81
2020-08-22,11585.477539,11689.407227,11448.805664,11681.825195,11681.825195,20224191306.0,78
2020-08-23,11679.696289,11713.429688,11559.920898,11664.847656,11664.847656,18482062658.0,76
2020-08-24,11663.689453,11807.631836,11623.25,11774.595703,11774.595703,20681511755.0,78
2020-08-25,11773.588867,11778.299805,11189.850586,11366.134766,11366.134766,26301509932.0,75
2020-08-26,11366.894531,11530.052734,11296.993164,11488.363281,11488.363281,22466660958.0,76
2020-08-27,11485.608398,11570.786133,11185.941406,11323.397461,11323.397461,23240415076.0,75
2020-08-28,11325.295898,11545.615234,11316.422852,11542.5,11542.5,19807127588.0,74
2020-08-29,11541.054688,11585.640625,11466.292969,11506.865234,11506.865234,17485597759.0,79
2020-08-30,11508.713867,11715.264648,11492.381836,11711.505859,11711.505859,19760127945.0,75
2020-08-31,11713.306641,11768.876953,11598.318359,11680.820313,11680.820313,22285928250.0,75
2020-09-01,11679.316406,12067.081055,11601.128906,11970.478516,11970.478516,27311555343.0,75
2020-09-02,11964.823242,11964.823242,11290.793945,11414.03418,11414.03418,28037405299.0,83
2020-09-03,11407.191406,11443.022461,10182.464844,10245.296875,10245.296875,31927261555.0,79
2020-09-04,10230.365234,10663.919922,10207.94043,10511.813477,10511.813477,29965130374.0,40
2020-09-05,10512.530273,10581.571289,9946.675781,10169.567383,10169.567383,44916565292.0,41
2020-09-06,10167.216797,10353.927734,10056.885742,10280.351563,10280.351563,37071460174.0,41
2020-09-07,10280.998047,10399.15332,9916.493164,10369.563477,10369.563477,33703098409.0,41
2020-09-08,10369.306641,10414.775391,9945.110352,10131.516602,10131.516602,33430927462.0,41
2020-09-09,10134.151367,10350.542969,10017.250977,10242.347656,10242.347656,24128292755.0,38
2020-09-10,10242.330078,10503.912109,10238.135742,10363.138672,10363.138672,54406443211.0,38
2020-09-11,10369.02832,10434.922852,10140.836914,10400.915039,10400.915039,45201121775.0,41
2020-09-12,10409.861328,10578.837891,10292.386719,10442.170898,10442.170898,36750077324.0,41
2020-09-13,10452.399414,10577.214844,10224.330078,10323.755859,10323.755859,36506852789.0,38
2020-09-14,10328.734375,10800.010742,10266.008789,10680.837891,10680.837891,35453581940.0,39
2020-09-15,10677.754883,10938.631836,10656.459961,10796.951172,10796.951172,32509451925.0,47
2020-09-16,10797.761719,11100.124023,10704.884766,10974.905273,10974.905273,30769986455.0,43
2020-09-17,10973.251953,11037.420898,10774.62793,10948.990234,10948.990234,38151810523.0,48
2020-09-18,10951.820313,11034.908203,10829.657227,10944.585938,10944.585938,26341903912.0,49
2020-09-19,10933.75293,11134.092773,10909.618164,11094.34668,11094.34668,22764204008.0,48
2020-09-20,11095.870117,11095.870117,10814.477539,10938.271484,10938.271484,24699523788.0,52
2020-09-21,10934.925781,10988.304688,10380.260742,10462.259766,10462.259766,28884999244.0,48
2020-09-22,10459.624023,10568.077148,10382.726563,10538.459961,10538.459961,23621787804.0,39
2020-09-23,10539.457031,10637.847656,10185.774414,10225.864258,10225.864258,22986733997.0,43
2020-09-24,10227.479492,10765.794922,10215.205078,10745.548828,10745.548828,23017536742.0,39
2020-09-25,10747.472656,10757.548828,10594.047852,10702.290039,10702.290039,21232549821.0,46
2020-09-26,10702.237305,10778.5,10682.082031,10754.4375,10754.4375,18105012128.0,45
2020-09-27,10752.939453,10804.732422,10643.458008,10774.426758,10774.426758,18016880214.0,47
2020-09-28,10771.641602,10949.123047,10716.676758,10721.327148,10721.327148,22720365389.0,43
2020-09-29,10712.462891,10858.939453,10665.344727,10848.830078,10848.830078,20459870042.0,45
2020-09-30,10845.411133,10856.52832,10689.670898,10787.618164,10787.618164,20759622010.0,49
2020-10-01,10785.010742,10915.84375,10493.552734,10623.330078,10623.330078,27178227816.0,45
2020-10-02,10624.390625,10662.813477,10440.311523,10585.164063,10585.164063,23127839259.0,41
2020-10-03,10583.806641,10614.091797,10527.978516,10565.493164,10565.493164,17094010304.0,40
2020-10-04,10567.919922,10700.791016,10531.342773,10684.428711,10684.428711,17546792792.0,42
2020-10-05,10688.03418,10804.000977,10646.443359,10804.000977,10804.000977,19385191766.0,42
2020-10-06,10799.77832,10803.456055,10565.197266,10621.664063,10621.664063,22264958686.0,47
2020-10-07,10619.803711,10687.268555,10591.963867,10679.136719,10679.136719,17634388529.0,43
2020-10-08,10677.625,10939.799805,10569.823242,10923.62793,10923.62793,21962121001.0,46
2020-10-09,11059.142578,11442.210938,11056.94043,11296.361328,11296.361328,22877978588.0,48
2020-10-10,11059.142578,11442.210938,11056.94043,11296.361328,11296.361328,22877978588.0,53
2020-10-11,11296.082031,11428.813477,11288.62793,11384.181641,11384.181641,19968627060.0,55
2020-10-12,11429.047852,11539.977539,11307.831055,11429.506836,11429.506836,24103426719.0,52
2020-10-13,11429.047852,11539.977539,11307.831055,11429.506836,11429.506836,24103426719.0,56
2020-10-14,11429.047852,11539.977539,11307.831055,11429.506836,11429.506836,24103426719.0,53
2020-10-15,11426.602539,11569.914063,11303.603516,11495.349609,11495.349609,24487233058.0,56
2020-10-16,11502.828125,11540.061523,11223.012695,11322.123047,11322.123047,25635480772.0,52
2020-10-17,11322.123047,11386.261719,11285.345703,11358.101563,11358.101563,19130430174.0,56
2020-10-18,11355.982422,11483.359375,11347.578125,11483.359375,11483.359375,18283314340.0,55
2020-10-19,11495.038086,11799.092773,11408.290039,11742.037109,11742.037109,23860769928.0,55
2020-10-20,11745.974609,11999.917969,11681.480469,11916.334961,11916.334961,30915821592.0,56
2020-10-21,11913.077148,13184.566406,11900.928711,12823.689453,12823.689453,43414712626.0,61
2020-10-22,12801.635742,13161.59375,12717.09375,12965.891602,12965.891602,34729759598.0,73
2020-10-23,12971.548828,13015.961914,12752.647461,12931.539063,12931.539063,28974975003.0,74
2020-10-24,12931.574219,13145.066406,12885.74707,13108.0625,13108.0625,24542317940.0,73
2020-10-25,13108.063477,13329.183594,12910.061523,13031.173828,13031.173828,24406920575.0,76
2020-10-26,13031.201172,13225.297852,12822.382813,13075.248047,13075.248047,29461458313.0,75
2020-10-27,13075.242188,13759.668945,13060.837891,13654.21875,13654.21875,33749878156.0,61
2020-10-28,13654.214844,13837.695313,12932.250977,13271.285156,13271.285156,35867318895.0,70
2020-10-29,13271.298828,13612.047852000005,12980.05957,13437.882813,13437.882813,56499499598.0,67
2020-10-30,13437.874022999995,13651.516602000005,13136.198242,13546.522461000002,13546.522461000002,30581485201.0,74
2020-10-31,13546.532227000005,14028.213866999999,13457.530272999995,13780.995116999999,13780.995116999999,30306464719.0,73
2020-11-01,13780.995116999999,13862.033203,13628.37793,13737.109375,13737.109375,24453857900.0,72
2020-11-02,13737.032227000005,13808.323241999999,13243.160156,13550.489258000001,13550.489258000001,30771455468.0,71
2020-11-03,13550.451172,13984.981445,13325.441406,13950.300781,13950.300781,29869951617.0,71
2020-11-04,13950.488281,14218.766602000005,13580.47168,14133.707031,14133.707031,35116364962.0,74
2020-11-05,14133.733397999995,15706.404297,14102.088866999999,15579.848633000001,15579.848633000001,40856321439.0,72
2020-11-06,15579.729491999999,15903.4375,15226.839844,15565.880859,15565.880859,39837841971.0,90
2020-11-07,15565.880859,15737.095703,14423.203125,14833.753906,14833.753906,35024953706.0,88
2020-11-08,14833.753906,15637.320313,14744.110352000005,15479.567383000001,15479.567383000001,26632075029.0,82
2020-11-09,15479.595703,15785.136719,14865.529297,15332.31543,15332.31543,34149115566.0,90
2020-11-10,15332.350586000002,15450.329102000005,15124.959961000002,15290.902344,15290.902344,25574938143.0,90
2020-11-11,15290.90918,15916.260741999999,15290.006836000002,15701.339844,15701.339844,29772374934.0,86
2020-11-12,15701.298828,16305.003906,15534.771484,16276.34375,16276.34375,34175758344.0,87
2020-11-13,16276.44043,16463.177734,15992.152344,16317.808594,16317.808594,31599492172.0,89
2020-11-14,16317.808594,16317.808594,15749.193359,16068.138672,16068.138672,27481710135.0,90
2020-11-15,16068.139647999995,16123.110352000005,15793.53418,15955.587891,15955.587891,23653867583.0,86
2020-11-16,15955.577147999995,16816.181641,15880.706055,16716.111328,16716.111328,31526766675.0,90
2020-11-17,16685.691406,17782.919922,16564.544922,17645.40625,17645.40625,39006849170.0,86
2020-11-18,17645.191406,18393.949219,17352.90625,17804.005859,17804.005859,49064800278.0,91
2020-11-19,17803.861328,18119.546875,17382.554688,17817.089844,17817.089844,36985055355.0,94
2020-11-20,17817.083984,18773.226563,17765.794922,18621.314453,18621.314453,36992873940.0,86
2020-11-21,18621.316406,18936.621094,18444.359375,18642.232422,18642.232422,39650210707.0,91
2020-11-22,18642.232422,18688.96875,17671.384766,18370.001953,18370.001953,41280434226.0,94
2020-11-23,18370.017578,18711.425781,18000.796875,18364.121094,18364.121094,42741112308.0,90
2020-11-24,18365.015625,19348.271484,18128.65625,19107.464844,19107.464844,51469565009.0,88
2020-11-25,19104.410156,19390.964844,18581.146484,18732.121094,18732.121094,43710357371.0,94
2020-11-26,18729.839844,18866.285156,16351.035156,17150.623047,17150.623047,61396835737.0,93
2020-11-27,17153.914063,17445.023438,16526.423828,17108.402344,17108.402344,38886494645.0,86
2020-11-28,17112.933594,17853.939453,16910.652344,17717.414063,17717.414063,32601040734.0,87
2020-11-29,17719.634766,18283.628906,17559.117188,18177.484375,18177.484375,31133957704.0,89
2020-11-30,18178.322266,19749.263672,18178.322266,19625.835938,19625.835938,47728480399.0,88
2020-12-01,19633.769531,19845.974609,18321.921875,18802.998047,18802.998047,49633658712.0,95
2020-12-02,18801.744141,19308.330078,18347.71875,19201.091797,19201.091797,37387697139.0,92
2020-12-03,19205.925781,19566.191406,18925.785156,19445.398438,19445.398438,31930317405.0,92
2020-12-04,19446.966797,19511.404297,18697.193359,18699.765625,18699.765625,33872388058.0,92
2020-12-05,18698.384766,19160.449219,18590.193359,19154.230469,19154.230469,27242455064.0,93
2020-12-06,19154.179688,19390.5,18897.894531,19345.121094,19345.121094,25293775714.0,95
2020-12-07,19343.128906,19411.828125,18931.142578,19191.630859,19191.630859,26896357742.0,94
2020-12-08,19191.529297,19283.478516,18269.945313,18321.144531,18321.144531,31692288756.0,95
2020-12-09,18320.884766,18626.292969,17935.546875,18553.916016,18553.916016,34420373071.0,86
2020-12-10,18553.298828,18553.298828,17957.064453,18264.992188,18264.992188,25547132265.0,94
2020-12-11,18263.929688,18268.453125,17619.533203,18058.904297,18058.904297,27919640985.0,89
2020-12-12,18051.320313,18919.550781,18046.041016,18803.65625,18803.65625,21752580802.0,90
2020-12-13,18806.765625,19381.535156,18734.332031,19142.382813,19142.382813,25450468637.0,91
2020-12-14,19144.492188,19305.099609,19012.708984,19246.644531,19246.644531,22473997681.0,95
2020-12-15,19246.919922,19525.007813,19079.841797,19417.076172,19417.076172,26741982541.0,91
2020-12-16,19418.818359,21458.908203,19298.316406,21310.597656,21310.597656,44409011479.0,92
2020-12-17,21308.351563,23642.660156,21234.675781,22805.162109,22805.162109,71378606374.0,92
2020-12-18,22806.796875,23238.601563,22399.8125,23137.960938,23137.960938,40387896275.0,95
2020-12-19,23132.865234,24085.855469,22826.472656,23869.832031,23869.832031,38487546580.0,93
2020-12-20,23861.765625,24209.660156,23147.710938,23477.294922,23477.294922,37844228422.0,92
2020-12-21,23474.455078,24059.982422,22159.367188,22803.082031,22803.082031,45852713981.0,92
2020-12-22,22794.039063,23789.902344,22430.605469,23783.029297,23783.029297,44171632681.0,88
2020-12-23,23781.974609,24024.490234,22802.646484,23241.345703,23241.345703,51146161904.0,93
2020-12-24,23240.203125,23768.337891,22777.597656,23735.949219,23735.949219,41080759713.0,86
2020-12-25,23733.570313,24710.101563,23463.673828,24664.791016,24664.791016,42068395846.0,94
2020-12-26,24677.015625,26718.070313,24522.689453,26437.037109,26437.037109,48332647295.0,93
2020-12-27,26439.373047,28288.839844,25922.769531,26272.294922,26272.294922,66479895605.0,91
2020-12-28,26280.822266,27389.111327999995,26207.640625,27084.808594,27084.808594,49056742893.0,92
2020-12-29,27081.810547000005,27370.720702999995,25987.298828,27362.4375,27362.4375,45265946774.0,91
2020-12-30,27360.089844,28937.740233999997,27360.089844,28840.953125,28840.953125,51287442704.0,91
2020-12-31,28841.574219,29244.876952999995,28201.992188,29001.720702999995,29001.720702999995,46754964848.0,95
2021-01-01,28994.00976600001,29600.626952999995,28803.585938,29374.152344,29374.152344,40730301359.0,94
2021-01-02,29376.455077999995,33155.117188,29091.18164100001,32127.267577999995,32127.267577999995,67865420765.0,94
2021-01-03,32129.408202999995,34608.558594,32052.316406,32782.023438,32782.023438,78665235202.0,93
2021-01-04,32810.949219,33440.21875,28722.755858999997,31971.914063,31971.914063,81163475344.0,94
2021-01-05,31977.04101600001,34437.589844,30221.1875,33992.429688,33992.429688,67547324782.0,93
2021-01-06,34013.613281,36879.699219,33514.035156,36824.363281,36824.363281,75289433811.0,95
2021-01-07,36833.875,40180.367188,36491.191406,39371.042969,39371.042969,84762141031.0,91
2021-01-08,39381.765625,41946.738281,36838.636719,40797.609375,40797.609375,88107519480.0,93
2021-01-09,40788.640625,41436.351563,38980.875,40254.546875,40254.546875,61984162837.0,93
2021-01-10,40254.21875,41420.191406,35984.628906,38356.441406,38356.441406,79980747690.0,94
2021-01-11,38346.53125,38346.53125,30549.599608999997,35566.65625,35566.65625,123320567399.0,90
2021-01-12,35516.359375,36568.527344,32697.976563,33922.960938,33922.960938,74773277909.0,84
2021-01-13,33915.121094,37599.960938,32584.667969,37316.359375,37316.359375,69364315979.0,78
2021-01-14,37325.109375,39966.40625,36868.5625,39187.328125,39187.328125,63615990033.0,83
2021-01-15,39156.707031,39577.710938,34659.589844,36825.367188,36825.367188,67760757881.0,88
2021-01-16,36821.648438,37864.367188,35633.554688,36178.140625,36178.140625,57706187875.0,84
2021-01-17,36163.648438,36722.351563,34069.320313,35791.277344,35791.277344,52359854336.0,79
2021-01-18,35792.238281,37299.285156,34883.84375,36630.074219,36630.074219,49511702429.0,79
2021-01-19,36642.234375,37755.890625,36069.804688,36069.804688,36069.804688,57244195486.0,80
2021-01-20,36050.113281,36378.328125,33570.476563,35547.75,35547.75,66834573161.0,78
2021-01-21,35549.398438,35552.679688,30250.75,30825.699219,30825.699219,75643067688.0,75
2021-01-22,30817.625,33811.851563,28953.373047000005,33005.761719,33005.761719,77207272511.0,40
2021-01-23,32985.757813,33360.976563,31493.160156,32067.642577999995,32067.642577999995,48354737975.0,74
2021-01-24,32064.376952999995,32944.007813,31106.685547000005,32289.378906,32289.378906,48643830599.0,70
2021-01-25,32285.798827999995,34802.742188,32087.787108999997,32366.392577999995,32366.392577999995,59897054838.0,74
2021-01-26,32358.613281,32794.550781,31030.265625,32569.849608999997,32569.849608999997,60255421470.0,71
2021-01-27,32564.029297000005,32564.029297000005,29367.138672000005,30432.546875,30432.546875,62576762015.0,78
2021-01-28,30441.04101600001,31891.300781,30023.207031,31649.605469,31649.605469,78948162368.0,55
2021-01-29,34318.671875,38406.261719,32064.814452999995,34316.386719,34316.386719,117894572511.0,77
2021-01-30,34295.933594,34834.707031,32940.1875,34269.523438,34269.523438,65141828798.0,76
2021-01-31,34270.878906,34288.332031,32270.175781,33114.359375,33114.359375,52754542671.0,78
2021-02-01,33114.578125,34638.214844,32384.22851600001,33537.175781,33537.175781,61400400660.0,77
2021-02-02,33533.199219,35896.882813,33489.21875,35510.289063,35510.289063,63088585433.0,76
2021-02-03,35510.820313,37480.1875,35443.984375,37472.089844,37472.089844,61166818159.0,78
2021-02-04,37475.105469,38592.175781,36317.5,36926.066406,36926.066406,68838074392.0,80
2021-02-05,36931.546875,38225.90625,36658.761719,38144.308594,38144.308594,58598066402.0,81
2021-02-06,38138.386719,40846.546875,38138.386719,39266.011719,39266.011719,71326033653.0,84
2021-02-07,39250.191406,39621.835938,37446.152344,38903.441406,38903.441406,65500641143.0,86
2021-02-08,38886.828125,46203.929688,38076.324219,46196.464844,46196.464844,101467222687.0,83
2021-02-09,46184.992188,48003.722656,45166.960938,46481.105469,46481.105469,91809846886.0,95
2021-02-10,46469.761719,47145.566406,43881.152344,44918.183594,44918.183594,87301089896.0,92
2021-02-11,44898.710938,48463.46875,44187.761719,47909.332031,47909.332031,81388911810.0,93
2021-02-12,47877.035156,48745.734375,46424.976563,47504.851563,47504.851563,76555041196.0,92
2021-02-13,47491.203125,48047.746094,46392.28125,47105.515625,47105.515625,70250456155.0,92
2021-02-14,47114.507813,49487.640625,47114.507813,48717.289063,48717.289063,71248675228.0,95
2021-02-15,48696.535156,48875.570313,46347.476563,47945.058594,47945.058594,77069903166.0,93
2021-02-16,47944.457031,50341.101563,47201.304688,49199.871094,49199.871094,77049582886.0,95
2021-02-17,49207.277344,52533.914063,49072.378906,52149.007813,52149.007813,80820545404.0,95
2021-02-18,52140.972656,52474.105469,51015.765625,51679.796875,51679.796875,52054723579.0,91
2021-02-19,51675.980469,56113.65234400001,50937.277344,55888.132813,55888.132813,63495496918.0,93
2021-02-20,55887.335938,57505.226563,54626.55859400001,56099.51953099999,56099.51953099999,68145460026.0,91
2021-02-21,56068.56640599999,58330.570313,55672.609375,57539.945313,57539.945313,51897585191.0,91
2021-02-22,57532.73828099999,57533.390625,48967.566406,54207.320313,54207.320313,92052420332.0,94
2021-02-23,54204.929688,54204.929688,45290.589844,48824.425781,48824.425781,106102492824.0,94
2021-02-24,48835.085938,51290.136719,47213.5,49705.332031,49705.332031,63695521388.0,76
2021-02-25,49709.082031,51948.96875,47093.851563,47093.851563,47093.851563,54506565949.0,79
2021-02-26,47180.464844,48370.785156,44454.84375,46339.761719,46339.761719,350967941479.0,55
2021-02-27,46344.773438,48253.269531,45269.027344,46188.453125,46188.453125,45910946382.0,56
2021-02-28,46194.015625,46716.429688,43241.617188,45137.769531,45137.769531,53443887451.0,55
2021-03-01,45159.503906,49784.015625,45115.09375,49631.242188,49631.242188,53891300112.0,38
2021-03-02,49612.105469,50127.511719,47228.84375,48378.988281,48378.988281,47530897720.0,78
2021-03-03,48415.816406,52535.136719,48274.320313,50538.242188,50538.242188,53220811975.0,78
2021-03-04,50522.304688,51735.089844,47656.929688,48561.167969,48561.167969,52343816680.0,84
2021-03-05,48527.03125,49396.429688,46542.515625,48927.304688,48927.304688,48625928883.0,77
2021-03-06,48899.230469,49147.21875,47257.527344,48912.382813,48912.382813,34363564661.0,77
2021-03-07,48918.679688,51384.367188,48918.679688,51206.691406,51206.691406,43137459378.0,76
2021-03-08,51174.117188,52314.070313,49506.054688,52246.523438,52246.523438,48597428048.0,81
2021-03-09,52272.96875,54824.117188,51981.832031,54824.117188,54824.117188,50912227385.0,81
2021-03-10,54824.01171900001,57258.25390599999,53290.890625,56008.55078099999,56008.55078099999,57295577614.0,68
2021-03-11,55963.179688,58091.0625,54484.59375,57805.12109400001,57805.12109400001,56772343595.0,73
2021-03-12,57821.21875,57996.62109400001,55376.648438,57332.08984400001,57332.08984400001,55689944702.0,70
2021-03-13,57343.37109400001,61683.86328099999,56217.97265599999,61243.085938,61243.085938,60669829814.0,74
2021-03-14,61221.132813,61597.91796900001,59302.31640599999,59302.31640599999,59302.31640599999,43901225564.0,78
2021-03-15,59267.429688,60540.992188,55393.164063,55907.19921900001,55907.19921900001,66419369890.0,76
2021-03-16,55840.78515599999,56833.179688,53555.027344,56804.90234400001,56804.90234400001,59749798599.0,71
2021-03-17,56825.828125,58969.81640599999,54528.62890599999,58870.89453099999,58870.89453099999,60258313191.0,71
2021-03-18,58893.078125,60116.25,54253.578125,57858.921875,57858.921875,55746041000.0,72
2021-03-19,57850.44140599999,59498.375,56643.703125,58346.65234400001,58346.65234400001,49063873786.0,71
2021-03-20,58332.26171900001,60031.28515599999,58213.296875,58313.64453099999,58313.64453099999,50361731222.0,75
2021-03-21,58309.914063,58767.898438,56005.617188,57523.421875,57523.421875,51943414539.0,73
2021-03-22,57517.890625,58471.48046900001,54288.15625,54529.14453099999,54529.14453099999,56521454974.0,70
2021-03-23,54511.66015599999,55985.44140599999,53470.695313,54738.945313,54738.945313,56435023914.0,66
2021-03-24,54710.48828099999,57262.382813,52514.332031,52774.265625,52774.265625,70567223787.0,65
2021-03-25,52726.746094,53392.386719,50856.570313,51704.160156,51704.160156,67999812841.0,60
2021-03-26,51683.011719,55137.3125,51579.855469,55137.3125,55137.3125,56652197978.0,54
2021-03-27,55137.56640599999,56568.21484400001,54242.91015599999,55973.51171900001,55973.51171900001,47266542233.0,65
2021-03-28,55974.94140599999,56610.3125,55071.11328099999,55950.74609400001,55950.74609400001,47686580918.0,74
2021-03-29,55947.898438,58342.09765599999,55139.33984400001,57750.19921900001,57750.19921900001,57625587027.0,72
2021-03-30,57750.132813,59447.22265599999,57251.55078099999,58917.69140599999,58917.69140599999,54414116432.0,72
2021-03-31,58930.27734400001,59930.02734400001,57726.41796900001,58918.83203099999,58918.83203099999,65520826225.0,76
2021-04-01,58926.5625,59586.070313,58505.27734400001,59095.80859400001,59095.80859400001,61669163792.0,74
2021-04-02,59098.87890599999,60267.1875,58869.28125,59384.3125,59384.3125,58727860620.0,74
2021-04-03,59397.41015599999,60110.26953099999,57603.890625,57603.890625,57603.890625,59641344484.0,73
2021-04-04,57604.83984400001,58913.74609400001,57168.67578099999,58758.554688,58758.554688,50749662970.0,74
2021-04-05,58760.875,59891.296875,57694.82421900001,59057.87890599999,59057.87890599999,60706272115.0,71
2021-04-06,59171.93359400001,59479.578125,57646.80859400001,58192.359375,58192.359375,66058027988.0,75
2021-04-07,58186.507813,58731.14453099999,55604.023438,56048.9375,56048.9375,75645303584.0,72
2021-04-08,56099.914063,58338.73828099999,55879.085938,58323.953125,58323.953125,53053855641.0,73
2021-04-09,58326.5625,58937.046875,57807.86328099999,58245.00390599999,58245.00390599999,46655208546.0,70
2021-04-10,58253.77734400001,61276.664063,58038.70703099999,59793.234375,59793.234375,58238470525.0,70
2021-04-11,59846.23046900001,60790.554688,59289.796875,60204.96484400001,60204.96484400001,46280252580.0,76
2021-04-12,60175.945313,61253.03515599999,59589.875,59893.453125,59893.453125,51828688519.0,74
2021-04-13,59890.01953099999,63742.28515599999,59869.95703099999,63503.45703099999,63503.45703099999,69983454362.0,74
2021-04-14,63523.75390599999,64863.09765599999,61554.796875,63109.695313,63109.695313,77451779687.0,75
2021-04-15,63075.195313,63821.671875,62208.96484400001,63314.01171900001,63314.01171900001,60954381579.0,79
2021-04-16,63258.50390599999,63594.72265599999,60222.53125,61572.789063,61572.789063,84293007468.0,78
2021-04-17,61529.921875,62572.17578099999,60361.351563,60683.820313,60683.820313,66138759198.0,76
2021-04-18,60701.88671900001,61057.45703099999,52829.535156,56216.18359400001,56216.18359400001,97468872758.0,79
